Age,Categorie_age,Sexe,Milieu,Region_geographique,Etat_matrimonial,Niveau_education,Annees_experience,CSP,Secteur_emploi,Propriete_immobiliere,Vehicule_motorise,Terrain_agricole,Revenu_secondaire,Revenu_Annuel
55,55-64,Homme,Urbain,Ouest,Marié,Secondaire,14.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,35748.0
63,55-64,Femme,Rural,Sud,Divorcé,Supérieur,34.0,Cadres supérieurs,Privé,Oui,Oui,Non,Non,134823.0
21,18-24,Femme,Urbain,Nord,Célibataire,Secondaire,0.0,Ouvriers,Privé,Non,Non,Non,Non,9365.0
45,45-54,Homme,Urbain,Centre,Marié,Supérieur,20.0,Cadres supérieurs,Privé,Oui,Oui,Non,Non,140784.0
18,18-24,Femme,Rural,Nord,Célibataire,Secondaire,0.0,Employés,Public,Non,Oui,Non,Non,10083.0
30,25-34,Femme,Rural,Ouest,Célibataire,Fondamental,11.0,Ouvriers,Privé,Oui,Non,Non,Non,5258.0
60,55-64,Femme,Urbain,Sud,Marié,Fondamental,2.0,Ouvriers,Privé,Non,Non,Non,Non,5088.0
20,18-24,Femme,Urbain,Nord,Célibataire,Fondamental,1.0,Agriculteurs,Privé,Non,Oui,Oui,Non,4886.0
42,35-44,Homme,Rural,Sud,Marié,Supérieur,1.0,Employés,Privé,Non,Oui,Non,Oui,30757.0
59,55-64,Femme,Urbain,Centre,Veuf,Sans niveau,7.0,Inactifs,nan,Non,Oui,Non,Oui,7401.0
33,25-34,Homme,Urbain,Sud,Célibataire,Fondamental,10.0,Ouvriers,Informel,Non,Non,Non,Non,5337.0
38,35-44,Homme,Rural,Nord,Marié,Secondaire,6.0,Employés,Public,Non,Non,Non,Oui,19865.0
30,25-34,Homme,Rural,Sud,Marié,Fondamental,0.0,Agriculteurs,Informel,Non,Non,Oui,Non,2850.0
61,55-64,Femme,Urbain,Centre,Marié,Sans niveau,31.0,Inactifs,nan,Non,Non,Non,Oui,7648.0
53,45-54,Femme,Urbain,Centre,Marié,Secondaire,4.0,Ouvriers,Informel,Non,Oui,Non,Non,8434.0
25,25-34,Femme,Urbain,Nord,Marié,Supérieur,2.0,Employés,Informel,Oui,Non,Non,Non,20576.0
61,55-64,Homme,Urbain,Ouest,Veuf,Supérieur,32.0,Cadres supérieurs,Public,Non,Oui,Non,Oui,187282.0
36,35-44,Femme,Urbain,Nord,Marié,Secondaire,11.0,Employés,Privé,Non,Non,Non,Oui,21578.0
33,25-34,Homme,Urbain,Centre,Célibataire,Secondaire,3.0,Ouvriers,Privé,Non,Non,Non,Non,14091.0
29,25-34,Homme,Urbain,Sud,Divorcé,Supérieur,1.0,Employés,Informel,Non,Non,Non,Non,21976.0
37,35-44,Femme,Urbain,Nord,Célibataire,Fondamental,19.0,Ouvriers,Informel,Non,Oui,Non,Non,5340.0
35,35-44,Femme,Rural,Ouest,Célibataire,Supérieur,10.0,Cadres supérieurs,Privé,Oui,Non,Non,Oui,76637.0
29,25-34,Femme,Rural,Nord,Marié,Fondamental,5.0,Agriculteurs,Privé,Non,Non,Oui,Non,4003.0
42,35-44,Homme,Urbain,Centre,Marié,Fondamental,23.0,Ouvriers,Privé,Non,Non,Non,Non,10306.0
28,25-34,Femme,Urbain,Centre,Célibataire,Secondaire,3.0,Ouvriers,Privé,Non,Non,Non,Non,11099.0
39,35-44,Femme,Urbain,Est,Célibataire,Secondaire,7.0,Employés,Public,Oui,Oui,Non,Non,14052.0
63,55-64,Homme,Urbain,Sud,Marié,Fondamental,42.0,Ouvriers,Informel,Non,Non,Non,Non,7964.0
51,45-54,Femme,Urbain,Nord,Divorcé,Sans niveau,20.0,Ouvriers,Privé,Non,Non,Non,Non,4421.0
30,25-34,Femme,Urbain,Est,Célibataire,Secondaire,8.0,Employés,Informel,Non,Non,Non,Non,11203.0
63,55-64,Femme,Rural,Centre,Marié,Secondaire,30.0,Professions intermédiaires,Public,Non,Non,Non,Non,36100.0
55,55-64,Femme,Rural,Sud,Veuf,Supérieur,28.0,Cadres supérieurs,Privé,Non,Oui,Non,Non,117085.0
29,25-34,Femme,Rural,Ouest,Veuf,Fondamental,0.0,Ouvriers,Privé,Non,Non,Non,Non,4115.0
56,55-64,Femme,Urbain,Nord,Marié,Supérieur,33.0,Cadres supérieurs,Privé,Non,Oui,Non,Oui,151992.0
53,45-54,Femme,Urbain,Centre,Divorcé,Secondaire,18.0,Professions intermédiaires,Public,Oui,Oui,Non,Oui,33009.0
45,45-54,Femme,Rural,Nord,Veuf,Fondamental,10.0,Ouvriers,Privé,Non,Non,Non,Non,4898.0
44,35-44,Femme,Urbain,Centre,Célibataire,Fondamental,16.0,Ouvriers,Privé,Non,Non,Non,Non,7378.0
56,55-64,Homme,Rural,Est,Marié,Fondamental,0.0,Ouvriers,Privé,Non,Oui,Non,Non,4522.0
30,25-34,Homme,Rural,Centre,Marié,Secondaire,8.0,Employés,Privé,Non,Non,Non,Non,19641.0
60,55-64,Homme,Urbain,Nord,Marié,Secondaire,2.0,Ouvriers,Privé,Non,Non,Non,Non,12906.0
57,55-64,Femme,Rural,Nord,Veuf,Secondaire,7.0,Employés,Public,Non,Non,Non,Non,13712.0
44,35-44,Femme,Urbain,Est,Marié,Secondaire,23.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,33537.0
48,45-54,Homme,Rural,Centre,Marié,Secondaire,19.0,Professions intermédiaires,Public,Oui,Non,Non,Oui,38504.0
19,18-24,Homme,Urbain,Est,Marié,Secondaire,0.0,Employés,Public,Oui,Oui,Non,Oui,16561.0
35,35-44,Homme,Rural,Nord,Célibataire,Secondaire,9.0,Employés,Privé,Non,Non,Non,Oui,22609.0
43,35-44,Femme,Rural,Ouest,Veuf,Sans niveau,17.0,Agriculteurs,Privé,Oui,Non,Oui,Non,2636.0
59,55-64,Homme,Urbain,Nord,Marié,Secondaire,18.0,Professions intermédiaires,Privé,Non,Non,Non,Non,37570.0
48,45-54,Femme,Rural,Sud,Divorcé,Supérieur,23.0,Cadres supérieurs,Privé,Non,Oui,Non,Non,102045.0
55,55-64,Homme,Urbain,Nord,Marié,Fondamental,30.0,Ouvriers,Informel,Non,Oui,Non,Non,7767.0
39,35-44,Homme,Urbain,Centre,Célibataire,Sans niveau,4.0,Ouvriers,Privé,Non,Non,Non,Non,5251.0
53,45-54,Homme,Urbain,Centre,Marié,Sans niveau,32.0,Ouvriers,Informel,Non,Non,Non,Non,4280.0
36,35-44,Femme,Urbain,Centre,Veuf,Sans niveau,18.0,Ouvriers,Privé,Non,Non,Non,Non,4483.0
31,25-34,Homme,Urbain,Nord,Marié,Secondaire,0.0,Ouvriers,Privé,Non,Non,Non,Non,11902.0
31,25-34,Femme,Urbain,Ouest,Marié,Supérieur,1.0,Professions intermédiaires,Public,Non,Non,Non,Non,35140.0
46,45-54,Femme,Urbain,Ouest,Veuf,Sans niveau,16.0,Inactifs,nan,Non,Non,Non,Non,4351.0
34,25-34,Femme,Rural,Ouest,Marié,Secondaire,12.0,Employés,Public,Non,Non,Non,Non,16963.0
54,45-54,Femme,Urbain,Nord,Divorcé,Fondamental,36.0,Ouvriers,Informel,Non,Non,Non,Non,6580.0
26,25-34,Homme,Rural,Centre,Célibataire,Fondamental,8.0,Ouvriers,Informel,Non,Non,Non,Non,4552.0
18,18-24,Femme,Rural,Centre,Célibataire,Supérieur,0.0,Employés,Privé,Non,Oui,Non,Non,23301.0
21,18-24,Femme,Urbain,Sud,Célibataire,Secondaire,1.0,Ouvriers,Privé,Non,Oui,Non,Non,8862.0
24,18-24,Homme,Rural,Est,Célibataire,Secondaire,1.0,Ouvriers,Privé,Non,Non,Non,Non,9382.0
28,25-34,Femme,Rural,Ouest,Marié,Secondaire,8.0,Employés,Privé,Non,Non,Non,Non,15724.0
31,25-34,Femme,Urbain,Nord,Célibataire,Secondaire,6.0,Employés,Privé,Non,Non,Non,Non,15869.0
59,55-64,Homme,Urbain,Est,Marié,Fondamental,17.0,Ouvriers,Privé,Oui,Non,Non,Oui,11110.0
36,35-44,Homme,Urbain,Nord,Marié,Secondaire,8.0,Employés,Informel,Non,Oui,Non,Non,15690.0
57,55-64,Homme,Urbain,Nord,Divorcé,Sans niveau,4.0,Ouvriers,Informel,Non,Non,Non,Non,3760.0
20,18-24,Homme,Rural,Est,Célibataire,Secondaire,0.0,Employés,Public,Non,Non,Non,Non,11534.0
25,25-34,Homme,Rural,Sud,Célibataire,Fondamental,3.0,Ouvriers,Privé,Non,Non,Non,Non,4808.0
46,45-54,Femme,Urbain,Ouest,Veuf,Sans niveau,21.0,Agriculteurs,Informel,Non,Oui,Non,Non,2924.0
54,45-54,Femme,Urbain,Centre,Marié,Secondaire,24.0,Professions intermédiaires,Public,Oui,Oui,Non,Oui,37682.0
60,55-64,Homme,Urbain,Est,Marié,Supérieur,10.0,Cadres supérieurs,Public,Oui,Oui,Non,Oui,83298.0
26,25-34,Femme,Urbain,Est,Célibataire,Secondaire,4.0,Ouvriers,Privé,Oui,Non,Non,Non,9900.0
36,35-44,Homme,Urbain,Nord,Marié,Fondamental,13.0,Ouvriers,Privé,Non,Non,Non,Non,8408.0
29,25-34,Homme,Rural,Centre,Marié,Fondamental,0.0,Agriculteurs,Informel,Non,Non,Oui,Oui,6316.0
44,35-44,Femme,Urbain,Ouest,Marié,Sans niveau,8.0,Ouvriers,Informel,Oui,Non,Non,Non,3024.0
54,45-54,Femme,Urbain,Nord,Marié,Sans niveau,27.0,Ouvriers,Informel,Oui,Oui,Non,Non,3142.0
42,35-44,Femme,Rural,Nord,Célibataire,Fondamental,16.0,Ouvriers,Informel,Non,Non,Non,Non,4027.0
62,55-64,Femme,Rural,Nord,Veuf,Fondamental,31.0,Ouvriers,Informel,Non,Non,Non,Non,5069.0
55,55-64,Homme,Urbain,Centre,Divorcé,Supérieur,30.0,Cadres supérieurs,Privé,Oui,Oui,Non,Oui,187153.0
34,25-34,Homme,Rural,Ouest,Marié,Fondamental,15.0,Ouvriers,Informel,Oui,Oui,Non,Non,5118.0
61,55-64,Femme,Urbain,Nord,Marié,Secondaire,16.0,Professions intermédiaires,Public,Non,Non,Non,Non,27206.0
50,45-54,Femme,Rural,Est,Marié,Supérieur,13.0,Cadres supérieurs,Privé,Oui,Oui,Non,Oui,75498.0
56,55-64,Femme,Urbain,Nord,Divorcé,Fondamental,38.0,Ouvriers,Informel,Non,Non,Non,Non,6589.0
31,25-34,Homme,Urbain,Ouest,Marié,Supérieur,8.0,Professions intermédiaires,Public,Oui,Non,Non,Oui,70226.0
45,45-54,Femme,Urbain,Nord,Marié,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,6829.0
35,35-44,Femme,Rural,Ouest,Marié,Fondamental,17.0,Ouvriers,Informel,Non,Non,Non,Non,4396.0
50,45-54,Homme,Urbain,Centre,Veuf,Secondaire,15.0,Professions intermédiaires,Public,Oui,Oui,Non,Non,35117.0
59,55-64,Homme,Urbain,Est,Marié,Fondamental,26.0,Ouvriers,Informel,Oui,Non,Non,Non,6676.0
32,25-34,Femme,Urbain,Sud,Célibataire,Fondamental,4.0,Ouvriers,Informel,Non,Non,Non,Non,3857.0
28,25-34,Femme,Urbain,Centre,Marié,Secondaire,1.0,Employés,Public,Non,Oui,Oui,Non,13105.0
53,45-54,Homme,Urbain,Sud,Marié,Secondaire,30.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,47291.0
32,25-34,Homme,Urbain,Centre,Marié,Sans niveau,14.0,Agriculteurs,Informel,Non,Non,Oui,Oui,6602.0
47,45-54,Femme,Urbain,Est,Divorcé,Supérieur,4.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,38613.0
32,25-34,Femme,Rural,Nord,Marié,Sans niveau,12.0,Inactifs,nan,Non,Non,Non,Non,2666.0
40,35-44,Homme,Urbain,Sud,Célibataire,Secondaire,7.0,Employés,Informel,Oui,Non,Non,Non,13642.0
60,55-64,Femme,Urbain,Nord,Divorcé,Secondaire,3.0,Ouvriers,Informel,Non,Non,Non,Non,7708.0
32,25-34,Femme,Urbain,Ouest,Divorcé,Fondamental,2.0,Ouvriers,Informel,Non,Non,Non,Non,4359.0
46,45-54,Femme,Rural,Centre,Célibataire,Sans niveau,7.0,Agriculteurs,Informel,Oui,Non,Oui,Oui,4714.0
28,25-34,Femme,Rural,Nord,Divorcé,Secondaire,7.0,Employés,Informel,Oui,Non,Non,Non,10409.0
62,55-64,Homme,Urbain,Centre,Veuf,Supérieur,28.0,Cadres supérieurs,Privé,Oui,Oui,Non,Non,175801.0
35,35-44,Femme,Urbain,Nord,Marié,Secondaire,14.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,27053.0
57,55-64,Homme,Urbain,Centre,Célibataire,Supérieur,5.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,63302.0
48,45-54,Homme,Rural,Ouest,Marié,Secondaire,20.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,41294.0
26,25-34,Femme,Rural,Centre,Marié,Secondaire,2.0,Ouvriers,Informel,Non,Non,Non,Non,6515.0
39,35-44,Homme,Rural,Ouest,Marié,Secondaire,16.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,34202.0
28,25-34,Homme,Urbain,Sud,Marié,Secondaire,2.0,Ouvriers,Informel,Non,Non,Non,Non,8422.0
34,25-34,Homme,Rural,Sud,Divorcé,Secondaire,14.0,Professions intermédiaires,Privé,Non,Non,Non,Non,27740.0
50,45-54,Femme,Urbain,Centre,Marié,Fondamental,5.0,Ouvriers,Privé,Non,Non,Non,Non,6155.0
28,25-34,Femme,Urbain,Centre,Marié,Fondamental,4.0,Agriculteurs,Informel,Non,Non,Oui,Non,3952.0
56,55-64,Homme,Rural,Centre,Marié,Secondaire,33.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,53781.0
25,25-34,Femme,Urbain,Sud,Marié,Fondamental,5.0,Agriculteurs,Informel,Non,Oui,Oui,Non,3528.0
21,18-24,Homme,Urbain,Centre,Célibataire,Secondaire,1.0,Ouvriers,Privé,Non,Non,Non,Non,12987.0
53,45-54,Homme,Urbain,Est,Divorcé,Secondaire,31.0,Professions intermédiaires,Public,Non,Non,Non,Oui,46018.0
36,35-44,Homme,Urbain,Centre,Marié,Sans niveau,6.0,Agriculteurs,Informel,Non,Non,Oui,Non,3570.0
41,35-44,Homme,Rural,Centre,Marié,Supérieur,10.0,Cadres supérieurs,Privé,Non,Oui,Non,Non,93108.0
58,55-64,Femme,Urbain,Centre,Divorcé,Secondaire,0.0,Ouvriers,Informel,Non,Oui,Non,Non,7197.0
35,35-44,Femme,Urbain,Est,Célibataire,Fondamental,14.0,Ouvriers,Informel,Non,Oui,Non,Non,4490.0
50,45-54,Femme,Rural,Est,Marié,Supérieur,14.0,Cadres supérieurs,Privé,Non,Non,Non,Oui,78515.0
63,55-64,Femme,Rural,Nord,Célibataire,Fondamental,18.0,Ouvriers,Informel,Non,Non,Non,Non,4151.0
53,45-54,Homme,Rural,Centre,Veuf,Supérieur,18.0,Cadres supérieurs,Privé,Non,Non,Non,Non,127942.0
27,25-34,Homme,Rural,Nord,Célibataire,Secondaire,0.0,Ouvriers,Informel,Non,Oui,Non,Non,7291.0
31,25-34,Femme,Urbain,Ouest,Marié,Secondaire,1.0,Ouvriers,Privé,Non,Non,Non,Non,10160.0
24,18-24,Femme,Urbain,Ouest,Célibataire,Secondaire,4.0,Ouvriers,Informel,Oui,Oui,Oui,Non,8407.0
29,25-34,Femme,Rural,Centre,Marié,Supérieur,1.0,Employés,Privé,Oui,Non,Non,Non,25596.0
39,35-44,Homme,Urbain,Sud,Marié,Supérieur,16.0,Cadres supérieurs,Privé,Oui,Oui,Non,Oui,109585.0
44,35-44,Femme,Urbain,Est,Marié,Fondamental,20.0,Ouvriers,Informel,Oui,Non,Non,Non,4886.0
54,45-54,Femme,Rural,Est,Marié,Fondamental,22.0,Ouvriers,Informel,Non,Non,Non,Non,3977.0
28,25-34,Homme,Urbain,Est,Divorcé,Fondamental,2.0,Ouvriers,Informel,Non,Non,Non,Non,4675.0
53,45-54,Homme,Rural,Est,Marié,Supérieur,30.0,Cadres supérieurs,Privé,Non,Non,Non,Non,155525.0
30,25-34,Homme,Rural,Est,Célibataire,Secondaire,6.0,Employés,Informel,Oui,Non,Non,Non,11581.0
49,45-54,Femme,Urbain,Nord,Marié,Sans niveau,19.0,Ouvriers,Informel,Non,Non,Non,Non,3114.0
25,25-34,Homme,Urbain,Ouest,Célibataire,Secondaire,2.0,Ouvriers,Privé,Non,Oui,Non,Non,13642.0
24,18-24,Femme,Rural,Centre,Célibataire,Supérieur,1.0,Professions intermédiaires,Public,Oui,Non,Non,Non,32564.0
60,55-64,Homme,Urbain,Ouest,Veuf,Sans niveau,24.0,Inactifs,nan,Non,Non,Non,Non,5758.0
60,55-64,Homme,Rural,Ouest,Célibataire,Fondamental,32.0,Ouvriers,Privé,Non,Non,Non,Non,9401.0
34,25-34,Femme,Urbain,Est,Marié,Sans niveau,12.0,Ouvriers,Privé,Non,Non,Non,Non,3699.0
39,35-44,Homme,Rural,Centre,Marié,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,7602.0
63,55-64,Homme,Urbain,Centre,Marié,Sans niveau,38.0,Ouvriers,Privé,Non,Oui,Non,Non,5944.0
51,45-54,Homme,Urbain,Centre,Divorcé,Secondaire,13.0,Professions intermédiaires,Public,Oui,Oui,Oui,Oui,36120.0
37,35-44,Homme,Urbain,Centre,Marié,Supérieur,12.0,Cadres supérieurs,Privé,Oui,Oui,Non,Non,105675.0
25,25-34,Homme,Urbain,Centre,Divorcé,Fondamental,2.0,Agriculteurs,Informel,Non,Non,Oui,Non,5006.0
39,35-44,Femme,Urbain,Centre,Célibataire,Fondamental,7.0,Ouvriers,Privé,Non,Non,Non,Non,6393.0
44,35-44,Homme,Urbain,Centre,Marié,Supérieur,14.0,Cadres supérieurs,Public,Oui,Non,Non,Non,109304.0
51,45-54,Femme,Rural,Est,Marié,Fondamental,6.0,Agriculteurs,Informel,Non,Non,Oui,Non,2622.0
38,35-44,Homme,Urbain,Nord,Célibataire,Fondamental,7.0,Ouvriers,Privé,Oui,Non,Non,Non,7904.0
32,25-34,Femme,Rural,Nord,Marié,Supérieur,5.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,43023.0
22,18-24,Homme,Urbain,Est,Célibataire,Secondaire,0.0,Ouvriers,Privé,Non,Non,Non,Non,10513.0
55,55-64,Femme,Rural,Sud,Marié,Secondaire,9.0,Employés,Informel,Non,Non,Non,Non,10169.0
34,25-34,Femme,Rural,Nord,Divorcé,Secondaire,1.0,Ouvriers,Informel,Non,Non,Non,Non,5970.0
25,25-34,Homme,Urbain,Ouest,Marié,Sans niveau,1.0,Ouvriers,Informel,Non,Non,Non,Non,3983.0
36,35-44,Femme,Urbain,Centre,Célibataire,Secondaire,12.0,Employés,Public,Non,Non,Non,Non,19064.0
22,18-24,Femme,Urbain,Centre,Célibataire,Supérieur,0.0,Employés,Privé,Oui,Oui,Non,Non,25428.0
40,35-44,Homme,Rural,Nord,Marié,Secondaire,13.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,32643.0
36,35-44,Femme,Urbain,Nord,Marié,Sans niveau,4.0,Agriculteurs,Informel,Non,Non,Non,Non,2575.0
31,25-34,Homme,Urbain,Ouest,Marié,Secondaire,6.0,Employés,Informel,Oui,Oui,Non,Non,15274.0
27,25-34,Homme,Rural,Sud,Marié,Sans niveau,5.0,Ouvriers,Informel,Non,Non,Non,Non,2153.0
48,45-54,Homme,Rural,Sud,Marié,Secondaire,17.0,Professions intermédiaires,Public,Oui,Oui,Non,Oui,31760.0
30,25-34,Femme,Rural,Ouest,Veuf,Supérieur,2.0,Employés,Public,Non,Non,Non,Non,26364.0
39,35-44,Homme,Urbain,Nord,Marié,Secondaire,18.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,40772.0
54,45-54,Homme,Urbain,Est,Marié,Fondamental,12.0,Ouvriers,Privé,Non,Non,Non,Non,7661.0
56,55-64,Femme,Rural,Centre,Marié,Fondamental,35.0,Ouvriers,Informel,Non,Oui,Non,Non,5556.0
27,25-34,Femme,Rural,Est,Marié,Secondaire,3.0,Ouvriers,Informel,Non,Non,Non,Non,5991.0
48,45-54,Femme,Urbain,Nord,Veuf,Secondaire,11.0,Employés,Informel,Oui,Oui,Non,Non,13504.0
60,55-64,Femme,Urbain,Centre,Célibataire,Secondaire,38.0,Professions intermédiaires,Privé,Non,Non,Non,Non,46807.0
52,45-54,Femme,Rural,Nord,Veuf,Fondamental,31.0,Ouvriers,Informel,Oui,Non,Non,Non,5142.0
30,25-34,Homme,Urbain,Nord,Marié,Secondaire,0.0,Ouvriers,Informel,Non,Oui,Non,Non,8559.0
47,45-54,Homme,Urbain,Sud,Divorcé,Supérieur,18.0,Cadres supérieurs,Privé,Oui,Oui,Non,Non,114197.0
51,45-54,Femme,Rural,Ouest,Marié,Supérieur,23.0,Cadres supérieurs,Public,Oui,Non,Non,Oui,116257.0
53,45-54,Femme,Rural,Sud,Marié,Secondaire,16.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,23408.0
52,45-54,Homme,Urbain,Sud,Marié,Supérieur,25.0,Cadres supérieurs,Privé,Oui,Non,Oui,Oui,143302.0
21,18-24,Homme,Urbain,Centre,Célibataire,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Non,7323.0
21,18-24,Femme,Urbain,Centre,Célibataire,Fondamental,1.0,Agriculteurs,Informel,Non,Non,Oui,Non,3710.0
23,18-24,Homme,Urbain,Ouest,Célibataire,Fondamental,4.0,Agriculteurs,Informel,Non,Non,Oui,Non,4986.0
45,45-54,Homme,Urbain,Est,Célibataire,Fondamental,0.0,Ouvriers,Privé,Non,Non,Non,Oui,9278.0
47,45-54,Femme,Urbain,Nord,Marié,Fondamental,1.0,Agriculteurs,Informel,Non,Non,Non,Non,3587.0
44,35-44,Homme,Urbain,Sud,Marié,Supérieur,12.0,Cadres supérieurs,Public,Non,Oui,Non,Non,87320.0
22,18-24,Homme,Urbain,Centre,Célibataire,Secondaire,2.0,Ouvriers,Informel,Non,Non,Non,Non,9909.0
61,55-64,Femme,Urbain,Sud,Marié,Supérieur,10.0,Cadres supérieurs,Privé,Oui,Oui,Non,Oui,69492.0
56,55-64,Femme,Urbain,Nord,Marié,Fondamental,38.0,Ouvriers,Informel,Non,Non,Non,Non,6731.0
52,45-54,Homme,Rural,Centre,Veuf,Supérieur,22.0,Cadres supérieurs,Privé,Oui,Oui,Non,Oui,148247.0
56,55-64,Homme,Rural,Ouest,Marié,Secondaire,36.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,53389.0
61,55-64,Homme,Rural,Est,Marié,Secondaire,13.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,27181.0
32,25-34,Homme,Rural,Est,Divorcé,Secondaire,9.0,Employés,Privé,Non,Non,Non,Non,17785.0
36,35-44,Homme,Rural,Nord,Marié,Secondaire,13.0,Professions intermédiaires,Privé,Non,Non,Non,Non,29996.0
47,45-54,Homme,Rural,Centre,Marié,Supérieur,13.0,Cadres supérieurs,Privé,Oui,Oui,Oui,Oui,109154.0
55,55-64,Homme,Urbain,Nord,Célibataire,Fondamental,16.0,Ouvriers,Privé,Non,Non,Non,Non,8960.0
49,45-54,Femme,Rural,Centre,Marié,Fondamental,9.0,Ouvriers,Informel,Non,Non,Non,Non,3850.0
57,55-64,Femme,Urbain,Centre,Marié,Secondaire,21.0,Professions intermédiaires,Public,Non,Oui,Non,Oui,35165.0
46,45-54,Homme,Rural,Ouest,Marié,Secondaire,21.0,Professions intermédiaires,Public,Oui,Non,Non,Oui,40313.0
23,18-24,Homme,Urbain,Nord,Célibataire,Fondamental,2.0,Agriculteurs,Privé,Non,Non,Non,Non,6352.0
43,35-44,Homme,Rural,Ouest,Marié,Fondamental,22.0,Ouvriers,Informel,Non,Non,Non,Non,5878.0
44,35-44,Femme,Rural,Est,Célibataire,Fondamental,4.0,Ouvriers,Informel,Non,Non,Non,Non,2855.0
52,45-54,Femme,Urbain,Centre,Marié,Secondaire,6.0,Employés,Privé,Non,Non,Non,Non,16541.0
45,45-54,Femme,Rural,Sud,Marié,Supérieur,12.0,Cadres supérieurs,Privé,Oui,Oui,Non,Non,69432.0
22,18-24,Homme,Urbain,Nord,Célibataire,Secondaire,2.0,Ouvriers,Informel,Non,Non,Non,Non,9294.0
58,55-64,Femme,Urbain,Est,Marié,Secondaire,9.0,Employés,Privé,Non,Non,Non,Non,15684.0
33,25-34,Homme,Urbain,Centre,Marié,Secondaire,0.0,Ouvriers,Informel,Non,Oui,Non,Non,9147.0
58,55-64,Femme,Urbain,Ouest,Marié,Supérieur,29.0,Cadres supérieurs,Privé,Oui,Non,Non,Oui,145154.0
35,35-44,Homme,Rural,Centre,Célibataire,Supérieur,6.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,60311.0
30,25-34,Homme,Urbain,Nord,Marié,Secondaire,0.0,Employés,Privé,Non,Non,Non,Non,15719.0
60,55-64,Homme,Urbain,Nord,Marié,Fondamental,15.0,Ouvriers,Informel,Non,Oui,Non,Non,6306.0
42,35-44,Homme,Urbain,Centre,Marié,Secondaire,5.0,Employés,Privé,Non,Oui,Non,Non,20478.0
27,25-34,Homme,Urbain,Ouest,Divorcé,Fondamental,2.0,Ouvriers,Privé,Non,Non,Non,Non,7476.0
46,45-54,Femme,Urbain,Ouest,Marié,Secondaire,17.0,Professions intermédiaires,Public,Oui,Oui,Non,Non,29295.0
27,25-34,Homme,Urbain,Est,Marié,Fondamental,7.0,Ouvriers,Informel,Non,Non,Non,Non,5107.0
23,18-24,Homme,Urbain,Ouest,Célibataire,Secondaire,3.0,Employés,Privé,Non,Non,Non,Non,18800.0
33,25-34,Homme,Rural,Ouest,Divorcé,Fondamental,3.0,Ouvriers,Informel,Non,Non,Non,Non,4173.0
42,35-44,Femme,Rural,Centre,Marié,Supérieur,10.0,Cadres supérieurs,Public,Non,Oui,Non,Non,70203.0
61,55-64,Homme,Urbain,Ouest,Marié,Secondaire,10.0,Employés,Privé,Non,Non,Non,Non,23937.0
21,18-24,Homme,Rural,Est,Célibataire,Supérieur,0.0,Employés,Public,Non,Non,Non,Non,24473.0
54,45-54,Homme,Rural,Est,Marié,Supérieur,7.0,Professions intermédiaires,Public,Non,Oui,Non,Non,52938.0
51,45-54,Femme,Urbain,Ouest,Marié,Secondaire,8.0,Employés,Informel,Non,Oui,Non,Non,12892.0
36,35-44,Femme,Rural,Sud,Marié,Secondaire,1.0,Employés,Privé,Non,Oui,Non,Non,10143.0
50,45-54,Homme,Rural,Centre,Célibataire,Supérieur,8.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,67371.0
21,18-24,Homme,Rural,Ouest,Célibataire,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,7666.0
61,55-64,Homme,Rural,Ouest,Marié,Supérieur,26.0,Cadres supérieurs,Public,Oui,Oui,Non,Non,155053.0
51,45-54,Femme,Rural,Centre,Divorcé,Sans niveau,4.0,Inactifs,nan,Non,Non,Non,Non,2656.0
29,25-34,Femme,Rural,Sud,Marié,Secondaire,0.0,Employés,Privé,Non,Non,Non,Non,9450.0
48,45-54,Femme,Urbain,Nord,Divorcé,Secondaire,25.0,Professions intermédiaires,Privé,Oui,Non,Non,Oui,38237.0
33,25-34,Femme,Urbain,Nord,Célibataire,Fondamental,10.0,Ouvriers,Privé,Non,Non,Non,Non,6511.0
19,18-24,Femme,Urbain,Ouest,Célibataire,Fondamental,0.0,Inactifs,nan,Non,Oui,Non,Non,5727.0
19,18-24,Femme,Urbain,Ouest,Célibataire,Fondamental,1.0,Agriculteurs,Informel,Non,Non,Oui,Non,3792.0
